user_id,attend,maybe,declined
1530317923945489,,,1656401337951247
1656907954579156,,,905008766246226
1180716951942775,,,455637751283813
10156147238855018,1526832960967465,665950596841543 141783372845728 180347198968408 863818937066030 1676521435919011 1162044413810114,482838738558603 736854409753137
652500441556859,,,1667371076875337
200040500335363,,,905008766246226
901790189856843,,,372325806279445
10207061325925965,156832861335620 491548331013231 921743211214812,183580841988156 736854409753137,1632599073621622
10207931477307514,,,171967523146277
745084708969541,1656401337951247,,1648052285418189
10207859282222944,,,423717384415158
1523551847959804,,,171967523146277
10208030801185642,,,1525581344429548
10154247315821509,,,1468796560095962
1710582192503607,,,1653481344921139
10156203861205537,,,922971211103579
747461392064688,,,874334249323234
10207962973974875,436888249849609,1650760668536515,736854409753137
440611686136011,1676855795934448 1006657816062381 465988266906746 587786681361995 1623749834542763 617788491694733 874334249323234 553707154776476 1661242774134560 1162044413810114,,905008766246226 857622540975972 482838738558603
467506376783045,,,1648052285418189
551126315053758,,983628185032105,764835670294999
1664105440520879,,,1653481344921139
1640667466195985,905008766246226 465988266906746 587786681361995 157307111289538 1097525770265879 631265380347638,,527385800759438
10156272874575296,874835075904840 482838738558603,1632599073621622,735077243302720 1621257701440717 311755245655422 886099961445115 736854409753137
776791762449165,,,905008766246226
140219856340846,,,921743211214812
419007614961271,,,874334249323234
10203920712576537,,,905008766246226
612998548839409,,,1647507122170549
10103507414255632,905008766246226,692497527518304 430795103770759 1521719851485619 398686067005910 921743211214812,735077243302720 736854409753137
829474063847276,,,778725858916053
980175938706407,,,1640326062879659
1017869238235216,511804775649731,,423717384415158
817681558355185,347861952089823,,1653481344921139
10207823108633165,,,1691219434441644
10153759496214570,,,905008766246226
10153393254324217,,,156832861335620
1158857557475110,,,737090809728395
10153743248529441,,,857622540975972
10153170532216722,1638960129727035 1483723631934208,,736854409753137
972074186188029,,1521719851485619,311755245655422
989824357706950,,,1632599073621622
1930511643840654,,,1640326062879659
708956379236121,,,1653481344921139
728199320647786,,,1663023173954359
998240790236952,,,423717384415158
471833056274830,1650760668536515 311755245655422 1136662996361958 482838738558603,,1632599073621622 471379523018564 736854409753137
553953004758382,,,553707154776476
10153189976161611,,,311755245655422
469961083188712,,,1635747950032736
525599510933198,,,905008766246226
1637552886510817,,,311755245655422
786242194853290,,,1647507122170549
918687944888115,905008766246226 1635747950032736 406829072835666 857622540975972,736854409753137,311755245655422
682120495261105,,,818042981641643
952384064834110,,,1478733555721515
994773127253125,,,922971211103579
503152596533418,,,905008766246226
963395150419925,,,942502089120677
1060552853966981,,410271959178819,311755245655422
1720898221476130,,,311755245655422
10204054384594642,,,1537877016467620
1520020941646344,,,905008766246226
1735210686702149,,,905008766246226
10207492546369541,,1674089026164377 1640441632884917,736854409753137
10153152422130766,,,1100199796676321
10153241097084562,,,725340260922835
1530251497290681,,,608762552594198
1711520585734649,,,892649937474491
1657892174468748,,,736854409753137
10201242379579175,,,1507447266249110
545592635614770,,,311755245655422
10153732079056182,,1514772282153569,553707154776476
10153102028981682,,,311755245655422
549090415249322,,,715990218523326
1666928950247318,,,1097659073578691
554473874708501,543887232441917,,877417562306505
545863408901451,,,893238854063197
10153449271833547,,,886099961445115 736854409753137
847755461988302,1658388237753858 311755245655422 995025613883488 414057348785375 1674987226048875 796359963823801 617788491694733 553707154776476,,942502089120677
1516321251994301,,,905008766246226
10153745856907930,785083881617402 398686067005910 736854409753137,1699270880286806 874835075904840 665950596841543 905008766246226 482838738558603 545198285638570,1632599073621622 311755245655422 886099961445115
1008214225867875,,,800361323357823
919778848087686,,,735077243302720
10203899387165690,905008766246226,,736854409753137
524450221064924,736854409753137,874835075904840 194438797565243,825881260800727 311755245655422
778025435635510,,,423717384415158
560194250810432,,424468137738057,1647507122170549
689577534512426,,,1640326062879659
950013545087252,,,2147949678679083
1662886910658900,,,1164280260255705
427398504131506,,,1560166957556972
1631410527111984,,,905008766246226
902183693184026,,,1695189700704438
1118058101538378,,,1405085129821337 800361323357823
689617601175516,,,905008766246226
745513825583559,,,1632599073621622
1672779756339516,,,1481083745533238
1135331996478664,,942502089120677 147933212231456 482838738558603,1502150523415752
897164363706889,,1514772282153569 1222058461147926 157307111289538,608762552594198
429507617257263,,,1516517512002547
864599373661207,1521719851485619 863818937066030 1162044413810114,,1519010425083454
528541177303540,,,587786681361995
1069388783081656,,,825881260800727
429970390546832,,,1164280260255705
1523190974670425,,,1640326062879659
1653364658281515,,,414057348785375
430132923848851,,,542668749205988
10104409635022962,,,311755245655422
859401484180419,,,1676855795934448
187169001625943,,,905008766246226
1246142658736257,,,1520378681616309
879827705465071,,,406829072835666
1025540574171490,165288087155118 482838738558603,,471379523018564
441007666100361,,,424468137738057
178521485828311,,,406829072835666 471379523018564 411662922360897
1652683281669474,,,372325806279445
784881238304971,,,1632599073621622
1675396516069972,905008766246226,,942502089120677
717949398341712,,,1648052285418189
10203671972440180,414057348785375 1674987226048875,905008766246226 505404526303554 410271959178819 1521719851485619 995025613883488 1483723631934208 148966468795177,311755245655422
1646699042279166,,,631265380347638
10154303650570828,,,311755245655422
653772324763663,,,942502089120677
1650896541854224,,,403409569850856
1236090973084715,,,311755245655422
1667717013504928,,,886099961445115
1037849359571152,1667371076875337,406829072835666 608762552594198 1647507122170549,905008766246226
416195425250456,,,1640768362814765
10205256793566827,424468137738057 931978370186855,,311755245655422
538692596305407,,,905008766246226
990892880978072,,,736854409753137
10153622077834404,874835075904840 420322011496986 180347198968408 494764264037412 617788491694733 148966468795177 1162044413810114,482838738558603 863818937066030,735077243302720 1621257701440717 736854409753137
735194523281834,,,1164280260255705
10207984472667859,,,423717384415158
1012418728778823,,,719368461526737
10153656211250734,1632599073621622,,735077243302720 825881260800727 874835075904840 541361516018697 1621257701440717 311755245655422 886099961445115 736854409753137
10103263337412603,,,311755245655422
904595082965430,,,1653481344921139
956509841091022,,,1591204524467956
213529915644969,,,545198285638570
197797463889325,,,406829072835666
461613004026516,,,1525581344429548
454659161404908,,,1658552184361587
730214240455621,,,1626927544222999
1820979801462013,,,311755245655422
831850363584,,,311755245655422
759411917536068,,,344774822319519
769496529862391,,,995025613883488
722365187897670,,,436004849930354
1674408246171783,,,922981211110550
560157320802142,406829072835666 874334249323234,,587786681361995
885141788220619,,,361826890689198
550095461822506,910529609036509,1006657816062381 117378128624899,311755245655422
188515028157111,,,905008766246226
540918222734080,,,905008766246226
460273060842916,,,134204513609045
457321384476591,1633057173615681 406829072835666,,825881260800727 311755245655422 736854409753137
1328228077203615,,,380347925486339
195539854116804,,,905008766246226
948943201844486,,,1648052285418189
1509638802697734,,,499879156840400
1528457454139584,,,905008766246226
496989090505774,,587786681361995 631265380347638,117378128624899
1630356337217193,,,311755245655422
1304688409556748,,,1631310107158147
1523128998012966,,,905008766246226
10207544776113023,,,892649937474491
476945765818434,,,1035314519836199
972372386162975,,,1640326062879659
647051895437722,,,117378128624899
10206736928000467,874835075904840,2111249605680682,1632599073621622
1627685697480281,,,570911803060678
1680049642232290,,,922981211110550
820252714739650,,,361826890689198
10153757184076303,,,311755245655422
487768784764156,,,2147949678679083
10153443423587909,,,424468137738057
10208697704225794,,,517006541812237
732248790240905,,,905008766246226
1044556362235914,,,1653481344921139
10153257492033067,,,800361323357823
1642642242673211,1514772282153569 1658388237753858 1646169172322185 764835670294999 1653992801547099 1024404200913038 1635747950032736 595595830581398 1059089314115526 2147949678679083 1517636418547610 465988266906746 1035314519836199 857622540975972 414057348785375 1524682541185172 587786681361995 975449605847497 482838738558603 545198285638570 499466390227177 494764264037412 133798883645899 874334249323234 455637751283813,407571132769856 406829072835666 1495643027398937 511804775649731,942145629156651 1676855795934448
905058982919024,,,1494651544163641
447123098827591,,,764835670294999
1663464313923178,,,905008766246226
458178517698835,,,857622540975972
10153781242529252,,,1591204524467956
1208185219197163,,494764264037412,922971211103579
469506069902570,,,587786681361995
615289938608753,587786681361995 511804775649731,,157307111289538
10208509585844080,,,1634811676806312
174052432946817,,,843714479079121
945165812232893,,,423717384415158
