user_id,event_id,interested
1114293208605683,736854409753137,0
10153343304663920,886099961445115,0
1644853162438466,795999260515174,0
10206961265324592,537514949731000,1
10102255273557489,311755245655422,0
1733200290242996,631265380347638,0
1733200290242996,197038423962760,1
1733200290242996,1035314519836199,1
774919829318337,117378128624899,0
10153707125655270,632343673535086,1
10153707125655270,494764264037412,1
10153707125655270,482838738558603,1
10153720604440941,886099961445115,0
10208500306852095,393788524162895,0
703525076414769,133798883645899,1
10203531957099542,1641671362774614,0
203749129957916,905008766246226,0
10153421016349440,736854409753137,0
432261533638577,934165203347159,0
1098668413476703,393788524162895,0
1098668413476703,398686067005910,1
10208278852878622,1621257701440717,0
10153073683861567,545198285638570,0
1704214693198059,1647507122170549,1
1704214693198059,157307111289538,1
1704214693198059,553707154776476,1
479608112223794,455637751283813,0
10207145069761303,141783372845728,0
10206953572091349,985219994862772,1
10206953572091349,1483723631934208,0
10206953572091349,1674987226048875,1
10206953572091349,545198285638570,1
10206953572091349,482838738558603,1
10153697997033418,1660504720886715,1
1207925435890683,874334249323234,0
10153083837231891,398686067005910,0
10153834007359916,1676521435919011,0
1638428259763173,1647507122170549,1
1638428259763173,608762552594198,1
1638428259763173,424468137738057,0
1233304753353679,800361323357823,0
10100968927094744,311755245655422,0
10100968927094744,148966468795177,1
1649651881990867,406829072835666,0
10203918790769471,736854409753137,0
10153262996242951,1621257701440717,0
10208262424139162,570911803060678,0
1032681263441317,311755245655422,0
10203576700578270,545198285638570,0
1679573062328487,932318536854763,1
10101524426633860,736854409753137,0
409067352623610,1647507122170549,0
999384850127753,608762552594198,0
10205788287289895,922981211110550,1
10153739729524557,398686067005910,1
988524897853206,311755245655422,0
10205035444473889,1708970406004977,1
10205035444473889,157307111289538,1
10205035444473889,133798883645899,1
10205035444473889,910059795737600,1
10205035444473889,1913467532211684,1
10205035444473889,631265380347638,1
10205035444473889,775060535938975,1
10205035444473889,1105684389456261,1
10205035444473889,890966060986998,1
10205035444473889,874334249323234,1
10205035444473889,1712903448943953,1
1505570299770767,553707154776476,1
1505570299770767,587786681361995,1
1505570299770767,157307111289538,1
895421000512645,1640326062879659,0
10205258568008500,545198285638570,0
10153123283392234,311755245655422,0
1021833427856378,736854409753137,0
1117022254975212,117378128624899,0
1014470611943026,311755245655422,0
136353466728863,1728490300705380,0
1728838060672668,420322011496986,1
1523499694635916,1094343180578474,0
10153187887325796,311755245655422,0
10153320741655748,311755245655422,0
994591467270983,1647507122170549,1
10153794681733934,736854409753137,0
10153794681733934,482838738558603,1
10153794681733934,1656401337951247,1
910607965699856,1094343180578474,0
995863467137887,1641671362774614,0
183975425281906,1642998415970980,0
10208272595801342,736854409753137,0
1506186593042441,406829072835666,0
10203799672391613,505814529591768,1
10203799672391613,1526832960967465,1
10203799672391613,180347198968408,1
10203799672391613,1163434467004393,1
10203799672391613,1162044413810114,1
10201290908232219,482838738558603,1
10201290908232219,721688537965587,0
10201290908232219,1862289050664286,1
10153451173833800,516654305161658,1
4428533268563,886099961445115,0
10205253793405723,311755245655422,0
10153289377292194,311755245655422,0
829376293828417,455637751283813,0
1077139015654152,795999260515174,0
461416260730832,1630899993845932,0
10153347569448253,736854409753137,0
181474082198385,939638432739841,0
10201034665584669,494764264037412,1
10201034665584669,493719907454733,1
10201034665584669,874334249323234,1
752029538242405,795999260515174,0
1677271199216529,1683213978558267,0
804662889659911,983628185032105,1
804662889659911,471379523018564,0
804662889659911,890966060986998,1
804662889659911,1059847834033875,1
804662889659911,874334249323234,1
804662889659911,939638432739841,1
759369147540373,573130449507448,0
10156147142015018,985219994862772,1
1522762604701891,1621257701440717,0
10204164198339993,886099961445115,0
875687465863776,455637751283813,0
10153705804621405,311755245655422,0
741036539329265,511804775649731,1
741036539329265,1035314519836199,1
741036539329265,148966468795177,1
741036539329265,441791196018550,1
741036539329265,553707154776476,1
741036539329265,857622540975972,1
741036539329265,795999260515174,1
1085075044836042,311755245655422,0
608200465984561,608762552594198,0
1032192653511286,311755245655422,0
801180299991176,482838738558603,1
801180299991176,796359963823801,1
801180299991176,519090021584170,1
801180299991176,1660504720886715,1
801180299991176,147836405575804,1
801180299991176,857622540975972,1
801180299991176,736325763177454,1
10153148765631759,921743211214812,0
10208048176984137,519090021584170,1
510725109105145,493719907454733,1
510725109105145,777733555669023,1
510725109105145,1708970406004977,1
510725109105145,1014810091916125,1
510725109105145,1712903448943953,1
10153569030442107,736854409753137,0
1723280921235084,471379523018564,0
1723280921235084,482838738558603,0
1723280921235084,736854409753137,0
10207302647316474,736854409753137,0
1754123114811509,892649937474491,0
10206292738094508,736854409753137,0
740975973328,426995257494915,1
758827990928464,311755245655422,0
10153764499383887,545198285638570,0
528627747296984,2147949678679083,0
10156208734670580,921743211214812,0
1062378093794073,1477651862560133,1
1062378093794073,1712903448943953,1
1062378093794073,157307111289538,1
10203791266781195,800361323357823,0
138552039842151,587786681361995,0
10153693783212412,482838738558603,0
739767309489588,608762552594198,0
1708329922783044,874334249323234,1
1708329922783044,117378128624899,1
800812333398819,1024496687595216,0
10205130385728463,1537877016467620,0
1200319039983517,448681385319878,0
10153525458713855,311755245655422,0
1501184456876274,1683213978558267,0
10153854603724905,311755245655422,0
10153677655270275,311755245655422,0
10153677655270275,420322011496986,1
10208382795507016,311755245655422,0
10203749848465487,1521727101485445,0
10153427176613952,311755245655422,0
10153709481313006,311755245655422,0
10201266704266362,902310349847187,0
1058550820854098,455637751283813,0
890759797666412,795999260515174,0
414290492103291,455637751283813,0
10205120371196921,825881260800727,0
720029858140580,692497527518304,0
10156315323780055,886099961445115,0
1521844988130293,503234193169664,0
1079069545445332,311755245655422,0
10153713287362902,631265380347638,1
10101801030673888,482838738558603,0
1530526367269707,553707154776476,1
10207083242091714,1151740234853898,0
1709261142643520,1723028394595042,0
187778274901356,543887232441917,0
958967994162281,595595830581398,1
996176037110765,617788491694733,1
996176037110765,545198285638570,1
996176037110765,905008766246226,0
996176037110765,148966468795177,1
996176037110765,1507447266249110,1
10153685160367570,736854409753137,0
10153281017757986,311755245655422,0
10208285113427751,736854409753137,0
10156250642085133,311755245655422,0
1674340239479326,1749003568652441,0
1063990683663761,311755245655422,0
10153073548531626,736854409753137,0
195602374115142,545198285638570,0
1662579144027457,117378128624899,0
10156235542625316,736854409753137,0
186752578336429,1507447266249110,0
544495472372502,983628185032105,0
548568895312378,311755245655422,0
1528422617478504,411662922360897,0
10156302272935422,311755245655422,0
10153400608772950,736854409753137,0
10153758178239114,482838738558603,0
916455025090955,455637751283813,0
10201231179097106,1642998415970980,0
1181228058558637,1647507122170549,1
1181228058558637,420033614863551,1
1181228058558637,890966060986998,1
1181228058558637,1507447266249110,1
1181228058558637,914116092001142,1
1051687991550513,608762552594198,0
953006308125952,608762552594198,0
10201043825134342,482838738558603,0
10156259052460481,311755245655422,0
730823493684155,857622540975972,0
926761957359541,1052151534809365,0
10153761442242579,311755245655422,0
10153131275302007,311755245655422,0
546258515525043,311755245655422,0
1682866488591844,157307111289538,0
432876470232593,1683213978558267,0
10208460880189350,1537877016467620,0
10156321002025038,311755245655422,0
597509400387218,1656401337951247,1
150206245335144,1647507122170549,0
10153202330211828,311755245655422,0
990507767675412,311755245655422,0
10207186105028448,311755245655422,0
10153110150586415,494764264037412,1
10153110150586415,632343673535086,1
10205391592013760,1624545187788362,0
10156147238855018,736854409753137,0
10153101614115216,736854409753137,0
10153018022501599,617788491694733,1
10153018022501599,2111249605680682,1
10153018022501599,1532926813694297,1
1725521274342803,311755245655422,0
10208104981241050,143844432640742,1
10203896653011682,800361323357823,0
1085890578121928,795999260515174,0
10205951394280857,795999260515174,0
10103413684860267,921743211214812,1
10103413684860267,2111249605680682,1
10103413684860267,1676521435919011,1
10103413684860267,148966468795177,1
10103413684860267,1640441632884917,1
10103413684860267,1162044413810114,1
10103413684860267,632343673535086,1
10103413684860267,1532926813694297,1
10103413684860267,617788491694733,1
10103413684860267,411662922360897,1
10103413684860267,863818937066030,1
10156361964705602,191603491180441,0
440611686136011,553707154776476,1
440611686136011,617788491694733,1
440611686136011,874334249323234,1
10206275431537998,311755245655422,0
10205431064441609,736854409753137,1
552924104855288,857622540975972,0
10156272874575296,886099961445115,0
10205043302593319,1162044413810114,1
10103507414255632,736854409753137,0
10156280772235298,311755245655422,0
876563689118004,455637751283813,0
695290527272058,1521483178178527,0
888500384532452,311755245655422,0
10153088867866441,795999260515174,0
1685762988314151,963139843743501,0
881300108652798,455637751283813,0
1722836311268831,1661429304135978,0
471833056274830,736854409753137,0
10205280884765181,1229112313782698,1
168233253529281,587786681361995,0
1024389797622050,455637751283813,0
10100469167252231,736854409753137,0
10206866354511879,311755245655422,0
1640727679521138,886099961445115,0
1686037434951305,795999260515174,0
10153663998880295,736854409753137,0
546507052180179,795999260515174,0
10153730456030421,1674987226048875,0
10103577939178097,482838738558603,0
762976830472920,795999260515174,1
762976830472920,1647507122170549,1
10153745856907930,886099961445115,0
10153224019746517,736854409753137,0
1017369628285534,311755245655422,0
10207197906479670,886099961445115,0
532023523628587,795999260515174,0
10153254501088870,311755245655422,0
10153325762238651,857622540975972,0
10153325762238651,1660504720886715,1
10153325762238651,199849900347668,1
10153325762238651,192475747754735,1
10153325762238651,1701251846786746,1
10153325762238651,931978370186855,1
10153325762238651,1634811676806312,1
1731430537078251,423109224551631,0
556267647856229,482838738558603,0
550681288418467,1624545187788362,0
875640059220235,1712903448943953,1
875640059220235,1647507122170549,1
875640059220235,914116092001142,1
875640059220235,983628185032105,1
875640059220235,910059795737600,1
762508447188602,874334249323234,0
1282914278391595,455637751283813,0
10208208521317165,736854409753137,0
10208208521317165,886099961445115,0
10153754409729161,311755245655422,0
1225098564172416,311755245655422,0
10156262832335416,311755245655422,0
1667038976911490,1094343180578474,0
1629524753966088,1094343180578474,0
581000768735912,1683213978558267,0
608766965067,736854409753137,1
807619209364479,117378128624899,0
10205325196782475,406829072835666,1
1516230442037927,157307111289538,0
10153771355133910,587786681361995,1
10153771355133910,1660504720886715,1
1148289881867020,1507447266249110,1
1148289881867020,494764264037412,1
1148289881867020,963826993656703,0
1148289881867020,1162044413810114,1
1148289881867020,1552412775048787,1
1148289881867020,906526716092147,1
1148289881867020,117378128624899,1
1148289881867020,471985069655963,1
1148289881867020,1483723631934208,0
1148289881867020,511804775649731,1
10153622077834404,148966468795177,1
10153622077834404,1162044413810114,1
10206349444909886,311755245655422,0
10153699178136405,545198285638570,0
10153656211250734,1621257701440717,0
10153656211250734,886099961445115,0
10153656211250734,311755245655422,0
10153426827175000,505814529591768,1
10153426827175000,736854409753137,0
10153426827175000,1642998415970980,1
10153426827175000,494764264037412,1
10153426827175000,2111249605680682,1
10153426827175000,311755245655422,0
1292053380820286,398686067005910,0
1001276679929279,455637751283813,0
1651079328477290,545198285638570,0
10153856904624665,886099961445115,0
1556459077909859,795999260515174,1
755602021211065,1632599073621622,0
837464519684842,117378128624899,0
10101677117215568,736854409753137,0
10207013172500634,910059795737600,0
10153033131856642,736854409753137,0
1052229961507852,736854409753137,0
457321384476591,736854409753137,0
10153233781658148,311755245655422,0
10153713188525903,863818937066030,1
10153713188525903,1521719851485619,1
10208471299608821,796359963823801,0
1048798388484042,545198285638570,0
10208081861990468,141783372845728,1
730904040344746,1094343180578474,0
1691803424374417,1525581344429548,0
10154382063629616,736854409753137,0
651314391675328,795999260515174,0
582188745268817,511804775649731,0
10153798127153653,482838738558603,1
790496232651,736854409753137,0
1653435214899269,311755245655422,0
794570223986090,311755245655422,0
536624423170915,545198285638570,1
757219207716795,921743211214812,0
1642642242673211,1676855795934448,0
1642642242673211,857622540975972,1
1642642242673211,511804775649731,1
1642642242673211,587786681361995,1
1642642242673211,1495643027398937,1
1642642242673211,874334249323234,1
1642642242673211,414057348785375,1
745673298900055,494764264037412,1
745673298900055,1708970406004977,1
745673298900055,411662922360897,1
717457695057079,1647507122170549,1
10156236899165133,311755245655422,0
478374355698323,2147949678679083,0
952789218127567,925268004218508,0
1309802129046053,770446929732029,0
975742309160087,1647507122170549,1
10153378570308892,886099961445115,0
1644928452429781,455637751283813,0
10154287308605639,311755245655422,0
854984637948685,905008766246226,0
721032574663819,1674987226048875,0
563959773752384,608762552594198,0
10156240728990006,921743211214812,0
10156240728990006,1642998415970980,0
10153755323877417,1640768362814765,1
10153755323877417,2111249605680682,1
10153755323877417,758846707577663,1
10153755323877417,796359963823801,1
10153755323877417,902310349847187,0
1221199961228520,311755245655422,0
612736085534151,545198285638570,0
10156274150420068,1642998415970980,0
10153079993205938,311755245655422,0
434621140080877,1094343180578474,0
143284706036648,570911803060678,0
146020832424752,1006657816062381,0
146020832424752,795999260515174,1
146020832424752,424468137738057,0
759253737513807,455637751283813,0
10203820585153695,311755245655422,0
652364611570607,939638432739841,0
486781424836324,1624545187788362,0
745721948866896,511804775649731,1
745721948866896,570911803060678,0
745721948866896,171967523146277,1
745721948866896,904360302946503,1
745721948866896,519090021584170,1
745721948866896,1712903448943953,1
745721948866896,1097525770265879,1
745721948866896,1118925088119512,1
745721948866896,482838738558603,1
745721948866896,1660504720886715,1
745721948866896,1651077358490304,1
745721948866896,117378128624899,1
10153660025086113,311755245655422,0
534092166756919,631265380347638,0
1673599866214360,543887232441917,0
874375399343005,736854409753137,0
10153789417708493,311755245655422,0
195930884076910,922971211103579,0
10207659989878738,455637751283813,0
10153608535696066,736854409753137,0
1660551840849469,553707154776476,0
10206175747247438,311755245655422,0
531253190379064,857622540975972,0
10154390756658012,736854409753137,0
945995328803242,921743211214812,0
1674564139456974,1094343180578474,0
886568698123662,1094343180578474,0
1699514543611894,1006657816062381,0
873801939406018,1647507122170549,1
1640453922903338,1094343180578474,0
567225696764549,436888249849609,0
1726262214268258,482838738558603,1
1726262214268258,1006657816062381,1
1726262214268258,857622540975972,1
1726262214268258,441791196018550,1
10203849354114037,455637751283813,0
1492250661081429,482838738558603,0
1496580587309872,190853124587106,0
10156255457930257,922971211103579,0
10100555927219552,311755245655422,0
10200994917630735,424468137738057,0
1726694647565228,420033614863551,0
1102636203081473,311755245655422,0
735078536625309,499879156840400,0
10153097450077085,311755245655422,0
10154033298010348,736854409753137,0
458126067723134,795999260515174,0
884754224973754,482838738558603,0
845663775554226,795999260515174,0
1105887479435349,608762552594198,0
1006217366109446,1641671362774614,0
1095209133832189,455637751283813,0
1658392894407738,1094343180578474,0
10153848911469548,545198285638570,0
10153848911469548,1676521435919011,0
10153848911469548,1862289050664286,1
10156215418390207,736854409753137,1
10208753506422186,147122932314782,1
10208753506422186,608762552594198,1
10208753506422186,1658552184361587,1
1080525558632598,503234193169664,1
1080525558632598,1708970406004977,1
1080525558632598,497540377073623,1
10153732394038334,311755245655422,0
10156240835695006,1621257701440717,0
496173800546900,482838738558603,0
697313847071977,1676855795934448,0
1518676811758160,857622540975972,0
1082683211804847,1862289050664286,1
1082683211804847,631265380347638,1
1082683211804847,1162044413810114,1
10153814173859604,311755245655422,0
10153162038511791,1621257701440717,0
10153849231334880,934528249967335,1
10153849231334880,545198285638570,1
10153849231334880,769324746530708,1
10208547003499567,311755245655422,0
10153204994222483,736854409753137,0
10204639657821439,921743211214812,0
1520673708248032,455637751283813,0
1091465284197114,494764264037412,1
1091465284197114,1656401337951247,1
1091465284197114,1495643027398937,1
1091465284197114,411662922360897,1
140815166280615,482838738558603,0
459210424250951,795999260515174,0
10153789569130513,494764264037412,0
10153063120506396,311755245655422,0
10205146503253172,311755245655422,0
10204012523833835,800361323357823,0
1100637229948292,1229112313782698,0
1527172070939151,921743211214812,0
1165360073493932,1521719851485619,0
1482579485384075,795999260515174,0
10104799634585697,148966468795177,0
10104799634585697,141783372845728,0
1063638213655905,1162044413810114,0
1063638213655905,758846707577663,0
1063638213655905,1676521435919011,1
1084388804906019,1049794151708209,0
10153043113981292,1642998415970980,0
10153746099613582,1642998415970980,0
1921822091376208,1647507122170549,1
846044238850086,1683213978558267,0
1520903684886807,1683213978558267,0
1507013676294421,455637751283813,0
964758843605393,795999260515174,0
10153747500288430,1229112313782698,1
10153747500288430,902310349847187,1
10153747500288430,631265380347638,1
10153747500288430,564214203736354,1
10153747500288430,1532926813694297,1
10153747500288430,1521068511540029,1
10153747500288430,112055882496156,1
10153747500288430,545198285638570,1
10153747500288430,505814529591768,1
10153747500288430,2111249605680682,1
10153747500288430,411662922360897,1
1483408385299559,1094343180578474,0
953023084771526,921743211214812,0
770329003113048,608762552594198,0
10153639037765306,785083881617402,0
788874974572002,545198285638570,0
1695832763979417,482838738558603,1
10153069189341076,311755245655422,0
1621631004767668,1607843346160408,0
10153307121146139,311755245655422,0
1654176784821403,983628185032105,1
1654176784821403,1651077358490304,1
1654176784821403,1654035388177889,1
1654176784821403,553707154776476,1
1654176784821403,511804775649731,1
1654176784821403,1647507122170549,1
1654176784821403,1658552184361587,1
1212905062059150,311755245655422,0
10207269946041085,311755245655422,0
518993741606664,1647507122170549,0
201562916843740,931978370186855,0
504552153045861,311755245655422,0
841113542673340,608762552594198,0
10100968930637644,311755245655422,0
10203602273735962,311755245655422,0
10153734905197427,482838738558603,1
10153734905197427,985219994862772,1
1252788094736473,311755245655422,0
10207810804608884,311755245655422,0
10207810804608884,192475747754735,1
10207810804608884,199849900347668,1
10207810804608884,1635667590055386,1
10207810804608884,1118925088119512,1
10207810804608884,1708970406004977,1
10207810804608884,796359963823801,1
10207810804608884,736854409753137,0
10207810804608884,1660504720886715,1
10207810804608884,191603491180441,1
10207810804608884,157307111289538,1
788717118994,311755245655422,0
10153849300305955,545198285638570,0
1696143840615359,1647507122170549,0
10204234534738124,736854409753137,0
10206807452401661,617788491694733,0
3597374812714,1521068511540029,0
1726154140947432,1650760668536515,0
919298454791724,455637751283813,0
10208244436447394,311755245655422,0
10153729074404235,311755245655422,0
756377211157510,1557137024539335,1
10153814288993156,785083881617402,0
10203583711593515,311755245655422,0
10203583711593515,736854409753137,1
10203583711593515,511804775649731,1
10153242177876439,736854409753137,0
10205206351743723,736854409753137,0
10207872263715568,311755245655422,0
927068064050784,1663023173954359,0
10156241079630147,311755245655422,0
10206321160400327,411662922360897,0
1664218490529605,874334249323234,0
10206357434808164,311755245655422,0
980355002031574,157307111289538,1
980355002031574,414057348785375,1
980355002031574,494764264037412,1
980355002031574,545198285638570,1
980355002031574,1162044413810114,0
980355002031574,564214203736354,1
980355002031574,1674987226048875,1
10153738943581798,1676521435919011,1
10153738943581798,995025613883488,1
10153738943581798,1519010425083454,0
10153738943581798,1862289050664286,1
10153738943581798,519090021584170,1
10153738943581798,1640441632884917,1
10153738943581798,487623601362936,0
498105123681151,874334249323234,1
498105123681151,511804775649731,1
498105123681151,1516028465387070,1
498105123681151,1647507122170549,1
147737945585275,482838738558603,0
10153828856868120,545198285638570,0
828183673973813,455637751283813,0
10153119356456269,922971211103579,0
846760658756424,455637751283813,0
653438608130496,795999260515174,0
10153251365592960,482838738558603,1
10154355507398835,736854409753137,0
10100498477131854,311755245655422,0
1520052181625459,570911803060678,0
10203754981354314,617788491694733,1
10203754981354314,545198285638570,1
10203754981354314,482838738558603,1
1084871954864622,608762552594198,0
10153665896094070,566175580204077,0
519249394919916,1507447266249110,1
519249394919916,2111249605680682,1
519249394919916,587786681361995,1
1098342656852052,985219994862772,1
1098342656852052,922981211110550,1
1098342656852052,157307111289538,1
1098342656852052,764871663617846,1
1098342656852052,1676329352608101,1
1098342656852052,1017645984963730,1
1098342656852052,850447408407557,1
1098342656852052,975449605847497,1
1098342656852052,919883004725577,1
1098342656852052,608762552594198,1
1098342656852052,1118925088119512,1
1098342656852052,411662922360897,1
1098342656852052,795999260515174,1
1098342656852052,1519232068389259,1
1098342656852052,1053742441317347,1
1098342656852052,1634811676806312,1
1098342656852052,1728490300705380,1
1098342656852052,1651687241722923,1
1098342656852052,1623749834542763,1
1098342656852052,414057348785375,1
1098342656852052,197038423962760,1
1098342656852052,1722593361302843,1
1098342656852052,910059795737600,1
1098342656852052,455637751283813,1
1098342656852052,877417562306505,1
1098342656852052,1507447266249110,1
1098342656852052,1723582064530645,1
1098342656852052,874334249323234,1
1098342656852052,915555705185172,1
1098342656852052,471379523018564,1
1098342656852052,1516028465387070,1
1098342656852052,738541012946372,1
1098342656852052,816406775135427,1
1098342656852052,927075350720723,1
1098342656852052,546487338833694,1
1098342656852052,1706173342932599,1
1098342656852052,931978370186855,1
1098342656852052,476987945841463,1
1098342656852052,1495643027398937,1
1098342656852052,545198285638570,1
1098342656852052,878190755634253,1
1098342656852052,1517252088592543,1
1098342656852052,1654035388177889,1
1098342656852052,1162044413810114,1
1098342656852052,1052922628086084,1
1098342656852052,185119101830875,1
1098342656852052,528961267266179,1
1098342656852052,1651302205118023,1
1098342656852052,587786681361995,1
1098342656852052,441629796036509,1
1525479574443823,455637751283813,0
1683278688620105,1647507122170549,0
567336770086441,857622540975972,0
10201343657790139,736854409753137,0
1660720797518168,874334249323234,1
1660720797518168,631265380347638,1
434475930078767,553707154776476,1
434475930078767,1621002981483264,1
434475930078767,1708970406004977,1
524962684321284,545198285638570,0
446330042221794,1017645984963730,0
1679962932273225,157307111289538,0
10156279992810254,1621257701440717,0
491128417734851,545198285638570,0
10100188517930672,863818937066030,1
10100188517930672,411662922360897,1
10100188517930672,632343673535086,1
1643009985948206,455637751283813,0
1668406726738198,1517636418547610,0
1724894944396101,1647507122170549,0
910126225703851,311755245655422,1
542799395879726,736854409753137,0
1218344648181906,1642998415970980,0
1659425624337607,406829072835666,0
10207952675724810,736854409753137,0
10207190410470598,1136662996361958,0
10153731713563516,180347198968408,0
933499986763676,795999260515174,0
10153086467191455,411662922360897,0
1206817739333621,874334249323234,0
699073536904251,471379523018564,1
699073536904251,1647507122170549,1
10208712827164629,617788491694733,1
10201234503822597,905008766246226,0
10153140161155025,185119101830875,0
1674441799460500,921743211214812,0
1230147750334448,455637751283813,0
1055670364483256,631265380347638,0
10153823445839468,411662922360897,1
1663081947299782,736854409753137,0
731228020311762,499879156840400,1
10156256487655585,736854409753137,1
10153675819617954,736854409753137,0
10153657829015446,874835075904840,0
10207460878456034,736854409753137,0
10153705145647141,311755245655422,0
493514517496425,1683213978558267,0
10204118622240882,311755245655422,0
1711776469059487,471379523018564,0
854313914665919,736854409753137,0
1039935002695627,455637751283813,0
1665741897031425,587786681361995,1
573327042821168,1651077358490304,0
536096303228400,905008766246226,1
10154325353738154,1621257701440717,0
10205788284882583,545198285638570,0
