place_id,name,city,country,lat,long
202805849768048,"Cinebox 212","",,10.7805499698,106.682568766
139069359454848,"Rex Hotel","Ho Chi Minh City",Vietnam,10.7758333333,106.7015
196657367149385,"Lotte Legend Hotel Saigon","Ho Chi Minh City",Vietnam,10.7787712876,106.706362643
108153009209321,"Vietnam","",,21.0333333333,105.85
1447063515567486,"Saigon Urban Flea Market","Ho Chi Minh City",Vietnam,10.8169383244,106.729935094
108458769184495,"Ho Chi Minh City, Vietnam","Ho Chi Minh City",Vietnam,10.7694,106.682
186086438113504,"Nhà Thi Đấu Phú Thọ","Ho Chi Minh City",Vietnam,10.7686911262,106.657572666
173877619310232,"Saigon Performing Arts Center","Fountain Valley",United States,33.7278709,-117.9548569
142688579261554,"Miss Saigon - Musical","London",United Kingdom,51.5135841211,-0.130647256952
496590227135861,"Tai Cong Ty Nobland 1 Hiep Thanh Q12 Tphcm","Ho Chi Minh City",Vietnam,10.75,106.66667
324716624349762,"Ấp 4 xã Nhơn Đức, huyện Nhà Bè, TP.HCM","Nhà Bè",Vietnam,10.656983853,106.688405911
268387536637911,"HUTECH - Đại học Công nghệ Tp.HCM","Ho Chi Minh City",Vietnam,10.8017767421,106.715066273
666873386674756,"CLB Tình Nguyện HOPE tại Tp.HCM","Ho Chi Minh City",Vietnam,10.80049326,106.66244984
145709058909375,"TP. Hồ Chí Minh","Ho Chi Minh City",Vietnam,10.8410873869,106.599819359
1405440006337216,"Saigon Artbook","Ho Chi Minh City",Vietnam,10.7929997,106.7110663
349129288484457,"HCM City","Ho Chi Minh City",Vietnam,10.7468225675,106.601658634
460947700604260,"Sân Vận Động Thống Nhất (Tp.Hồ Chí Minh)","Ho Chi Minh City",Vietnam,10.760572057,106.662916863
185505541640293,"VISTA WALK","Ho Chi Minh City",Vietnam,10.8058127956,106.751438208
228436337217849,"University of Sciences","Ho Chi Minh City",Vietnam,10.762676151,106.682199813
805961829521606,"Dreamplex","Ho Chi Minh City",Vietnam,10.7829504,106.7047577
254129851296643,"School of Industrial Management - HCMc University of Technology","Ho Chi Minh City",Vietnam,10.7733702925,106.660014981
172926962775927,"BAN LIÊN LẠC SINH VIÊN PHÚ YÊN TẠI TP.HCM","Ho Chi Minh City",Vietnam,10.78269,106.6894608
164954480295648,"DC Mormon Temple","Kensington",United States,39.0160484,-77.0643921
252004458260447,"Sai Gon Skate Park","Ho Chi Minh City",Vietnam,10.820096,106.7260284
186974978020618,"Sân vận động Thống Nhất","Ho Chi Minh City",Vietnam,10.7606674352,106.663131239
558648594148823,"Sheraton Saigon Hotel. 88 Đồng Khởi Quận 1 HCM City","Ho Chi Minh City",Vietnam,10.7753984066,106.704321889
112039852155607,"TPHCM","Ho Chi Minh City",Vietnam,10.7694444444,106.681944444
207460492654316,"White Palace Convention Center","Ho Chi Minh City",Vietnam,10.7997398,106.6744995
152568304931268,"Whisky Saigon","Boston",United States,42.3523102,-71.065712
576604065803262,"Lucy's Dream Art Studio HCMC","Ho Chi Minh City",Vietnam,10.75,106.66667
452984798116548,"Aviation Heritage Museum of Western Australia","Perth",Australia,-32.0493,115.8587
514367848684483,"TPHCM","Ho Chi Minh City",Vietnam,10.8081194001,106.702867081
187275621329532,"Sofitel Saigon Plaza","Ho Chi Minh City",Vietnam,10.7844439,106.7025299
331029323703377,"Công Viên Tao Đàn","Ho Chi Minh City",Vietnam,10.7759670315,106.694091106
750225778350527,"Quận Bình Tân TP.HCM","Ho Chi Minh City",Vietnam,10.74969865,106.5854794
437734699582012,"Vietnam News Agency (TTXVN) Rep. Office in HCMC","Ho Chi Minh City",Vietnam,10.7782421,106.6935425
1562513684030712,"Le Méridien Saigon","Ho Chi Minh City",Vietnam,10.779788,106.7075272
169430696452177,"Hennepin County Medical Center","Minneapolis",United States,44.9719042621,-93.2617865862
182697855086912,"Stadium Theatre Performing Arts Centre","Woonsocket",United States,42.0053007886,-71.5119871919
378440862233004,"Rạp Đống Đa","Ho Chi Minh City",Vietnam,10.75354,106.6741791
1385792164976565,"Fatal music club","Prague",Czech Republic,50.0859574097,14.4556187419
337423376273783,"NTĐ Tân Bình","Ho Chi Minh City",Vietnam,10.7946298504,106.653640894
280474978690664,"Buu Diên Thành Phô Ho Chí Minh / Hcmc Central Post Office","Ho Chi Minh City",Vietnam,10.7797093029,106.699810542
433753466679157,"Stag - Strathmore Theatrical Arts Group","Melbourne",Australia,-37.7343230049,144.919515628
136363746430809,"Lotte Mart, Dist. 7, HCMC","Ho Chi Minh City, Vietnam",,10.7409343249,106.701379294
111792892269259,"Crna kuća","Novi Sad",Serbia,45.25835145,19.839890015
901626703235679,"City Garden","Bình Thanh (1)",Vietnam,10.7917004,106.7138824
167527659968760,"Stockton Boulevard Partnership","Sacramento",United States,38.5248108,-121.4423294
120674494614559,"St Andrews Episcopal Church","Beacon",United States,41.5070496,-73.9777985
115058285199350,"Memphis Paintball Park","Lakeland",United States,35.2238948266,-89.7421949862
113456572301,"LIN Center for Community Development","Ho Chi Minh City",Vietnam,10.7942303457,106.719037356
131730263540768,"Chieftain Hotel","Inverness",United Kingdom,57.4820002476,-4.20977895961
190849994275218,"Hội Quán Âm Nhạc LẠC CẦM","Westminster",United States,33.7441216,-117.9678192
884672811553550,"Giant Step Urban Art Gallery","Ho Chi Minh City",Vietnam,10.779788,106.7075272
544156325612502,"Nhà Thờ Đức Bà - Sài Gòn","Ho Chi Minh City",Vietnam,10.7794923339,106.699295785
861852637225054,"Suzanne Vian Saigon Yoga","Ho Chi Minh City",Vietnam,10.80534,106.73616
479634595447822,"Saigon, Vietnam","Siem Reap",Cambodia,13.3514805,103.8549669
433752176723033,"Đại học Ngân hàng TP.HCM","Ho Chi Minh City",Vietnam,10.7703032035,106.704185381
