event_id,owner,start_time,place_id
1492874717709061,10201168585811988,2015-11-29T05:00:00+0700,397031793741992
1681847088719406,743595102319906,2015-11-19T11:00:00+0700,743595102319906
760571560721186,909203479115322,2015-11-19T00:00:00+0700,160089624104655
423433421147044,1673209126224525,2015-12-03T09:00:00+0700,108458769184495
860089147410653,740377155985468,2017-02-02T00:00:00+0700,740377155985468
478515825661630,853599918021099,2015-12-05T08:30:00+0700,853599918021099
529715233844807,763999553678418,2015-12-19T09:00:00+0700,111112242381308
1022059251192311,948061181953566,2015-12-27T07:30:00+0700,432877026916116
587786681361995,594446634029447,2015-12-03T09:00:00+0700,165534100322948
914371738641561,740377155985468,2018-02-01T08:39:00+0700,740377155985468
177454309268293,151641248357417,2015-11-20T15:30:00+0700,151641248357417
1084051461628235,103256596592,2016-01-06T14:00:00+0700,317670801702352
1713200985567912,454234961433967,2015-11-23T17:00:00+0700,
1631223837143296,964215090319561,2015-12-12T14:00:00+0700,900288829999422
171696766513692,518009084923919,2016-01-23T15:00:00+0700,121410024700815
476644089188378,198233083845339,2015-12-24T02:00:00+0700,460882310589896
1526178380956987,1718874018344448,2016-06-01T22:00:00+0700,464825393628722
182401922107555,646960695444403,2015-12-03T18:30:00+0700,646960695444403
1022795431076237,123966167614127,2015-12-15T22:00:00+0700,108458769184495
1647685948816343,339679246202032,2015-12-03T21:00:00+0700,339679246202032
1490950977872749,564736460281769,2015-11-21T09:00:00+0700,319630401425078
455637751283813,118839014885300,2015-12-29T18:00:00+0700,118839014885300
926958700717655,123966167614127,2015-12-11T21:00:00+0700,108458769184495
928409903911002,738249489642026,2015-11-29T08:00:00+0700,132787996845676
1030531373658886,1134420323236621,2016-01-01T10:00:00+0700,258001300956878
795736280537475,890199781049496,2016-03-05T00:00:00+0700,108458769184495
1163434467004393,285914334821142,2015-12-07T19:00:00+0700,285914334821142
1626927544222999,1707412249479794,2015-11-28T19:00:00+0700,1707412249479794
1736551943239729,794954183983117,2015-11-25T09:00:00+0700,794954183983117
484435615060571,1399360260316689,2015-11-17T15:00:00+0700,1399360260316689
524628811027230,619438484840186,2015-11-27T03:30:00+0700,135180599990150
963139843743501,243929942407499,2015-11-26T08:00:00+0700,1413619728872697
614363315369846,466120006879629,2015-11-20T00:00:00+0700,134930110023155
133798883645899,307940946076924,2015-12-19T08:00:00+0700,223806474368871
423555677848446,764146283653342,2015-12-06T08:30:00+0700,
136941413335064,596966437099561,2016-02-28T09:00:00+0700,105574869774687
520820201413981,103256596592,2016-02-14T14:00:00+0700,317670801702352
686337388133063,146531682028842,2016-01-27T08:00:00+0700,108458769184495
569504093201752,517077501721338,2015-11-20T06:30:00+0700,536928636386470
1485905395049069,223195301207373,2015-12-12T08:00:00+0700,337636386439957
551504168321268,574673479312499,2015-12-01T03:30:00+0700,574673479312499
1017664094920484,111519353773,2015-11-27T21:00:00+0700,111519353773
959475154113973,169336603096312,2015-11-29T05:00:00+0700,169336603096312
109223046104807,159049557777773,2015-12-23T12:00:00+0700,199321570142660
197446043924959,405370612991266,2015-12-03T18:30:00+0700,433364086802568
1004501272934293,396964550404443,2015-12-04T05:30:00+0700,530519887062283
491548331013231,1473429612954239,2015-11-29T20:00:00+0700,187999364551969
2111249605680682,212637095470180,2015-12-11T20:00:00+0700,378468385599733
1640768362814765,941357989235936,2015-12-05T14:00:00+0700,1515181048737786
1026266517404863,252243771463613,2015-11-18T08:00:00+0700,252243771463613
1203504226329979,1696393047246475,2016-02-09T07:00:00+0700,589187241125064
460279074035746,746200335513356,2019-01-01T00:00:00+0700,108458769184495
886142568130408,1671972503086659,2028-04-26T00:06:00+0700,108458769184495
662646320504428,491407771030565,2015-11-21T06:00:00+0700,924520507577459
901441069942273,368993543205564,2015-12-02T10:00:00+0700,231483033583144
425460684316190,471188562943670,2015-11-21T08:00:00+0700,471188562943670
1489600091342084,489408284517650,2015-12-04T00:00:00+0700,
428599100683903,149096082115023,2015-11-20T18:00:00+0700,585855671424897
529563610524332,167747226911483,2015-12-26T07:00:00+0700,111958868878272
880625092051974,1502782916683834,2015-12-06T07:30:00+0700,111009892344215
1643882742553367,660332954089675,2015-12-09T09:00:00+0700,223806474368871
1105684389456261,1062026267159811,2015-12-09T10:00:00+0700,223806474368871
941536949250740,1099582910052059,2015-12-01T19:30:00+0700,288991004470256
1045203018844119,103256596592,2016-01-24T14:00:00+0700,317670801702352
977812568945998,860654560722600,2015-11-22T09:00:00+0700,204411033069554
1705848732980878,249087021933269,2015-11-29T09:00:00+0700,168724126658838
